id_str	concept	No	Yes	total	percent_no	percent_yes	stratum	num_words	score	model
1000206422448062464	animal	10.0	2.0	12.0	0.8333333333333334	0.16666666666666666	3	26.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_count
1000206422448062464	animal	10.0	2.0	12.0	0.8333333333333334	0.16666666666666666	3	26.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score
1000206422448062464	animal	10.0	2.0	12.0	0.8333333333333334	0.16666666666666666	3	26.0	1.0	gpt-4-turbo-2024-04-09_zeroshot_baseline_count
1000206422448062464	animal	10.0	2.0	12.0	0.8333333333333334	0.16666666666666666	3	26.0	0.30341307554227914	gpt-4-turbo-2024-04-09_zeroshot_baseline_score
1000206422448062464	animal	10.0	2.0	12.0	0.8333333333333334	0.16666666666666666	3	26.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_description_count
1000206422448062464	animal	10.0	2.0	12.0	0.8333333333333334	0.16666666666666666	3	26.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_description_score
1000206422448062464	animal	10.0	2.0	12.0	0.8333333333333334	0.16666666666666666	3	26.0	1.0	gpt-4o-2024-08-06_zeroshot_baseline_count
1000206422448062464	animal	10.0	2.0	12.0	0.8333333333333334	0.16666666666666666	3	26.0	0.30341307554227914	gpt-4o-2024-08-06_zeroshot_baseline_score
1000206422448062464	animal	10.0	2.0	12.0	0.8333333333333334	0.16666666666666666	3	26.0	0.0	gpt-4o-2024-08-06_zeroshot_description_count
1000206422448062464	animal	10.0	2.0	12.0	0.8333333333333334	0.16666666666666666	3	26.0	0.0	gpt-4o-2024-08-06_zeroshot_description_score
1000225752724291584	war	2.0	4.0	6.0	0.3333333333333333	0.6666666666666666	4	13.0	1.0	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_count
1000225752724291584	war	2.0	4.0	6.0	0.3333333333333333	0.6666666666666666	4	13.0	0.3789231816899512	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score
1000225752724291584	war	2.0	4.0	6.0	0.3333333333333333	0.6666666666666666	4	13.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_count
1000225752724291584	war	2.0	4.0	6.0	0.3333333333333333	0.6666666666666666	4	13.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score
1000225752724291584	war	2.0	4.0	6.0	0.3333333333333333	0.6666666666666666	4	13.0	2.0	gpt-4-turbo-2024-04-09_zeroshot_baseline_count
1000225752724291584	war	2.0	4.0	6.0	0.3333333333333333	0.6666666666666666	4	13.0	0.7578463633799024	gpt-4-turbo-2024-04-09_zeroshot_baseline_score
1000225752724291584	war	2.0	4.0	6.0	0.3333333333333333	0.6666666666666666	4	13.0	1.0	gpt-4-turbo-2024-04-09_zeroshot_description_count
1000225752724291584	war	2.0	4.0	6.0	0.3333333333333333	0.6666666666666666	4	13.0	0.3789231816899512	gpt-4-turbo-2024-04-09_zeroshot_description_score
1000225752724291584	war	2.0	4.0	6.0	0.3333333333333333	0.6666666666666666	4	13.0	0.0	gpt-4o-2024-08-06_zeroshot_baseline_count
1000225752724291584	war	2.0	4.0	6.0	0.3333333333333333	0.6666666666666666	4	13.0	0.0	gpt-4o-2024-08-06_zeroshot_baseline_score
1000225752724291584	war	2.0	4.0	6.0	0.3333333333333333	0.6666666666666666	4	13.0	0.0	gpt-4o-2024-08-06_zeroshot_description_count
1000225752724291584	war	2.0	4.0	6.0	0.3333333333333333	0.6666666666666666	4	13.0	0.0	gpt-4o-2024-08-06_zeroshot_description_score
1000237652396961792	commodity	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111	0	40.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_count
1000237652396961792	commodity	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111	0	40.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score
1000237652396961792	commodity	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111	0	40.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_count
1000237652396961792	commodity	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111	0	40.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score
1000237652396961792	commodity	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111	0	40.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_baseline_count
1000237652396961792	commodity	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111	0	40.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_baseline_score
1000237652396961792	commodity	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111	0	40.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_description_count
1000237652396961792	commodity	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111	0	40.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_description_score
1000237652396961792	commodity	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111	0	40.0	0.0	gpt-4o-2024-08-06_zeroshot_baseline_count
1000237652396961792	commodity	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111	0	40.0	0.0	gpt-4o-2024-08-06_zeroshot_baseline_score
1000237652396961792	commodity	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111	0	40.0	0.0	gpt-4o-2024-08-06_zeroshot_description_count
1000237652396961792	commodity	8.0	1.0	9.0	0.8888888888888888	0.1111111111111111	0	40.0	0.0	gpt-4o-2024-08-06_zeroshot_description_score
1000471256674717696	commodity	8.0	0.0	8.0	1.0	0.0	0	16.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_count
1000471256674717696	commodity	8.0	0.0	8.0	1.0	0.0	0	16.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score
1000471256674717696	commodity	8.0	0.0	8.0	1.0	0.0	0	16.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_count
1000471256674717696	commodity	8.0	0.0	8.0	1.0	0.0	0	16.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score
1000471256674717696	commodity	8.0	0.0	8.0	1.0	0.0	0	16.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_baseline_count
1000471256674717696	commodity	8.0	0.0	8.0	1.0	0.0	0	16.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_baseline_score
1000471256674717696	commodity	8.0	0.0	8.0	1.0	0.0	0	16.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_description_count
1000471256674717696	commodity	8.0	0.0	8.0	1.0	0.0	0	16.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_description_score
1000471256674717696	commodity	8.0	0.0	8.0	1.0	0.0	0	16.0	0.0	gpt-4o-2024-08-06_zeroshot_baseline_count
1000471256674717696	commodity	8.0	0.0	8.0	1.0	0.0	0	16.0	0.0	gpt-4o-2024-08-06_zeroshot_baseline_score
1000471256674717696	commodity	8.0	0.0	8.0	1.0	0.0	0	16.0	0.0	gpt-4o-2024-08-06_zeroshot_description_count
1000471256674717696	commodity	8.0	0.0	8.0	1.0	0.0	0	16.0	0.0	gpt-4o-2024-08-06_zeroshot_description_score
1000758996427595779	pressure	6.0	2.0	8.0	0.75	0.25	2	36.0	1.0	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_count
1000758996427595779	pressure	6.0	2.0	8.0	0.75	0.25	2	36.0	0.2769378934088574	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score
1000758996427595779	pressure	6.0	2.0	8.0	0.75	0.25	2	36.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_count
1000758996427595779	pressure	6.0	2.0	8.0	0.75	0.25	2	36.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score
1000758996427595779	pressure	6.0	2.0	8.0	0.75	0.25	2	36.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_baseline_count
1000758996427595779	pressure	6.0	2.0	8.0	0.75	0.25	2	36.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_baseline_score
1000758996427595779	pressure	6.0	2.0	8.0	0.75	0.25	2	36.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_description_count
1000758996427595779	pressure	6.0	2.0	8.0	0.75	0.25	2	36.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_description_score
1000758996427595779	pressure	6.0	2.0	8.0	0.75	0.25	2	36.0	0.0	gpt-4o-2024-08-06_zeroshot_baseline_count
1000758996427595779	pressure	6.0	2.0	8.0	0.75	0.25	2	36.0	0.0	gpt-4o-2024-08-06_zeroshot_baseline_score
1000758996427595779	pressure	6.0	2.0	8.0	0.75	0.25	2	36.0	0.0	gpt-4o-2024-08-06_zeroshot_description_count
1000758996427595779	pressure	6.0	2.0	8.0	0.75	0.25	2	36.0	0.0	gpt-4o-2024-08-06_zeroshot_description_score
1000875779247562753	vermin	8.0	0.0	8.0	1.0	0.0	0	10.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_count
1000875779247562753	vermin	8.0	0.0	8.0	1.0	0.0	0	10.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score
1000875779247562753	vermin	8.0	0.0	8.0	1.0	0.0	0	10.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_count
1000875779247562753	vermin	8.0	0.0	8.0	1.0	0.0	0	10.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score
1000875779247562753	vermin	8.0	0.0	8.0	1.0	0.0	0	10.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_baseline_count
1000875779247562753	vermin	8.0	0.0	8.0	1.0	0.0	0	10.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_baseline_score
1000875779247562753	vermin	8.0	0.0	8.0	1.0	0.0	0	10.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_description_count
1000875779247562753	vermin	8.0	0.0	8.0	1.0	0.0	0	10.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_description_score
1000875779247562753	vermin	8.0	0.0	8.0	1.0	0.0	0	10.0	0.0	gpt-4o-2024-08-06_zeroshot_baseline_count
1000875779247562753	vermin	8.0	0.0	8.0	1.0	0.0	0	10.0	0.0	gpt-4o-2024-08-06_zeroshot_baseline_score
1000875779247562753	vermin	8.0	0.0	8.0	1.0	0.0	0	10.0	0.0	gpt-4o-2024-08-06_zeroshot_description_count
1000875779247562753	vermin	8.0	0.0	8.0	1.0	0.0	0	10.0	0.0	gpt-4o-2024-08-06_zeroshot_description_score
1001076022886961157	commodity	1.0	8.0	9.0	0.1111111111111111	0.8888888888888888	2	38.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_count
1001076022886961157	commodity	1.0	8.0	9.0	0.1111111111111111	0.8888888888888888	2	38.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score
1001076022886961157	commodity	1.0	8.0	9.0	0.1111111111111111	0.8888888888888888	2	38.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_count
1001076022886961157	commodity	1.0	8.0	9.0	0.1111111111111111	0.8888888888888888	2	38.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score
1001076022886961157	commodity	1.0	8.0	9.0	0.1111111111111111	0.8888888888888888	2	38.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_baseline_count
1001076022886961157	commodity	1.0	8.0	9.0	0.1111111111111111	0.8888888888888888	2	38.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_baseline_score
1001076022886961157	commodity	1.0	8.0	9.0	0.1111111111111111	0.8888888888888888	2	38.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_description_count
1001076022886961157	commodity	1.0	8.0	9.0	0.1111111111111111	0.8888888888888888	2	38.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_description_score
1001076022886961157	commodity	1.0	8.0	9.0	0.1111111111111111	0.8888888888888888	2	38.0	0.0	gpt-4o-2024-08-06_zeroshot_baseline_count
1001076022886961157	commodity	1.0	8.0	9.0	0.1111111111111111	0.8888888888888888	2	38.0	0.0	gpt-4o-2024-08-06_zeroshot_baseline_score
1001076022886961157	commodity	1.0	8.0	9.0	0.1111111111111111	0.8888888888888888	2	38.0	0.0	gpt-4o-2024-08-06_zeroshot_description_count
1001076022886961157	commodity	1.0	8.0	9.0	0.1111111111111111	0.8888888888888888	2	38.0	0.0	gpt-4o-2024-08-06_zeroshot_description_score
1001226237690425345	parasite	4.0	4.0	8.0	0.5	0.5	0	9.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_count
1001226237690425345	parasite	4.0	4.0	8.0	0.5	0.5	0	9.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score
1001226237690425345	parasite	4.0	4.0	8.0	0.5	0.5	0	9.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_count
1001226237690425345	parasite	4.0	4.0	8.0	0.5	0.5	0	9.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score
1001226237690425345	parasite	4.0	4.0	8.0	0.5	0.5	0	9.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_baseline_count
1001226237690425345	parasite	4.0	4.0	8.0	0.5	0.5	0	9.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_baseline_score
1001226237690425345	parasite	4.0	4.0	8.0	0.5	0.5	0	9.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_description_count
1001226237690425345	parasite	4.0	4.0	8.0	0.5	0.5	0	9.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_description_score
1001226237690425345	parasite	4.0	4.0	8.0	0.5	0.5	0	9.0	0.0	gpt-4o-2024-08-06_zeroshot_baseline_count
1001226237690425345	parasite	4.0	4.0	8.0	0.5	0.5	0	9.0	0.0	gpt-4o-2024-08-06_zeroshot_baseline_score
1001226237690425345	parasite	4.0	4.0	8.0	0.5	0.5	0	9.0	0.0	gpt-4o-2024-08-06_zeroshot_description_count
1001226237690425345	parasite	4.0	4.0	8.0	0.5	0.5	0	9.0	0.0	gpt-4o-2024-08-06_zeroshot_description_score
1001251751230672896	overall	3.0	2.0	5.0	0.6	0.4	3	44.0	4.0	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_count
1001251751230672896	overall	3.0	2.0	5.0	0.6	0.4	3	44.0	1.0507892440554523	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score
1001251751230672896	overall	3.0	2.0	5.0	0.6	0.4	3	44.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_count
1001251751230672896	overall	3.0	2.0	5.0	0.6	0.4	3	44.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score
1001251751230672896	overall	3.0	2.0	5.0	0.6	0.4	3	44.0	2.0	gpt-4-turbo-2024-04-09_zeroshot_baseline_count
1001251751230672896	overall	3.0	2.0	5.0	0.6	0.4	3	44.0	0.5253946220277261	gpt-4-turbo-2024-04-09_zeroshot_baseline_score
1001251751230672896	overall	3.0	2.0	5.0	0.6	0.4	3	44.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_description_count
1001251751230672896	overall	3.0	2.0	5.0	0.6	0.4	3	44.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_description_score
1001251751230672896	overall	3.0	2.0	5.0	0.6	0.4	3	44.0	3.0	gpt-4o-2024-08-06_zeroshot_baseline_count
1001251751230672896	overall	3.0	2.0	5.0	0.6	0.4	3	44.0	0.7880919330415892	gpt-4o-2024-08-06_zeroshot_baseline_score
1001251751230672896	overall	3.0	2.0	5.0	0.6	0.4	3	44.0	0.0	gpt-4o-2024-08-06_zeroshot_description_count
1001251751230672896	overall	3.0	2.0	5.0	0.6	0.4	3	44.0	0.0	gpt-4o-2024-08-06_zeroshot_description_score
1001616686687096832	animal	1.0	7.0	8.0	0.125	0.875	1	45.0	1.0	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_count
1001616686687096832	animal	1.0	7.0	8.0	0.125	0.875	1	45.0	0.2611892565642242	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score
1001616686687096832	animal	1.0	7.0	8.0	0.125	0.875	1	45.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_count
1001616686687096832	animal	1.0	7.0	8.0	0.125	0.875	1	45.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score
1001616686687096832	animal	1.0	7.0	8.0	0.125	0.875	1	45.0	1.0	gpt-4-turbo-2024-04-09_zeroshot_baseline_count
1001616686687096832	animal	1.0	7.0	8.0	0.125	0.875	1	45.0	0.2611892565642242	gpt-4-turbo-2024-04-09_zeroshot_baseline_score
1001616686687096832	animal	1.0	7.0	8.0	0.125	0.875	1	45.0	1.0	gpt-4-turbo-2024-04-09_zeroshot_description_count
1001616686687096832	animal	1.0	7.0	8.0	0.125	0.875	1	45.0	0.2611892565642242	gpt-4-turbo-2024-04-09_zeroshot_description_score
1001616686687096832	animal	1.0	7.0	8.0	0.125	0.875	1	45.0	1.0	gpt-4o-2024-08-06_zeroshot_baseline_count
1001616686687096832	animal	1.0	7.0	8.0	0.125	0.875	1	45.0	0.2611892565642242	gpt-4o-2024-08-06_zeroshot_baseline_score
1001616686687096832	animal	1.0	7.0	8.0	0.125	0.875	1	45.0	1.0	gpt-4o-2024-08-06_zeroshot_description_count
1001616686687096832	animal	1.0	7.0	8.0	0.125	0.875	1	45.0	0.2611892565642242	gpt-4o-2024-08-06_zeroshot_description_score
1001808990106472448	parasite	8.0	0.0	8.0	1.0	0.0	2	43.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_count
1001808990106472448	parasite	8.0	0.0	8.0	1.0	0.0	2	43.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score
1001808990106472448	parasite	8.0	0.0	8.0	1.0	0.0	2	43.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_count
1001808990106472448	parasite	8.0	0.0	8.0	1.0	0.0	2	43.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score
1001808990106472448	parasite	8.0	0.0	8.0	1.0	0.0	2	43.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_baseline_count
1001808990106472448	parasite	8.0	0.0	8.0	1.0	0.0	2	43.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_baseline_score
1001808990106472448	parasite	8.0	0.0	8.0	1.0	0.0	2	43.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_description_count
1001808990106472448	parasite	8.0	0.0	8.0	1.0	0.0	2	43.0	0.0	gpt-4-turbo-2024-04-09_zeroshot_description_score
1001808990106472448	parasite	8.0	0.0	8.0	1.0	0.0	2	43.0	0.0	gpt-4o-2024-08-06_zeroshot_baseline_count
1001808990106472448	parasite	8.0	0.0	8.0	1.0	0.0	2	43.0	0.0	gpt-4o-2024-08-06_zeroshot_baseline_score
1001808990106472448	parasite	8.0	0.0	8.0	1.0	0.0	2	43.0	0.0	gpt-4o-2024-08-06_zeroshot_description_count
1001808990106472448	parasite	8.0	0.0	8.0	1.0	0.0	2	43.0	0.0	gpt-4o-2024-08-06_zeroshot_description_score
1002205605170380800	commodity	2.0	7.0	9.0	0.2222222222222222	0.7777777777777778	4	15.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_count
1002205605170380800	commodity	2.0	7.0	9.0	0.2222222222222222	0.7777777777777778	4	15.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score
1002205605170380800	commodity	2.0	7.0	9.0	0.2222222222222222	0.7777777777777778	4	15.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_count
1002205605170380800	commodity	2.0	7.0	9.0	0.2222222222222222	0.7777777777777778	4	15.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score
1002205605170380800	commodity	2.0	7.0	9.0	0.2222222222222222	0.7777777777777778	4	15.0	1.0	gpt-4-turbo-2024-04-09_zeroshot_baseline_count
1002205605170380800	commodity	2.0	7.0	9.0	0.2222222222222222	0.7777777777777778	4	15.0	0.36067376022224085	gpt-4-turbo-2024-04-09_zeroshot_baseline_score
1002205605170380800	commodity	2.0	7.0	9.0	0.2222222222222222	0.7777777777777778	4	15.0	1.0	gpt-4-turbo-2024-04-09_zeroshot_description_count
1002205605170380800	commodity	2.0	7.0	9.0	0.2222222222222222	0.7777777777777778	4	15.0	0.36067376022224085	gpt-4-turbo-2024-04-09_zeroshot_description_score
1002205605170380800	commodity	2.0	7.0	9.0	0.2222222222222222	0.7777777777777778	4	15.0	0.0	gpt-4o-2024-08-06_zeroshot_baseline_count
1002205605170380800	commodity	2.0	7.0	9.0	0.2222222222222222	0.7777777777777778	4	15.0	0.0	gpt-4o-2024-08-06_zeroshot_baseline_score
1002205605170380800	commodity	2.0	7.0	9.0	0.2222222222222222	0.7777777777777778	4	15.0	1.0	gpt-4o-2024-08-06_zeroshot_description_count
1002205605170380800	commodity	2.0	7.0	9.0	0.2222222222222222	0.7777777777777778	4	15.0	0.36067376022224085	gpt-4o-2024-08-06_zeroshot_description_score
1002641722575241217	overall	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	4	30.0	1.0	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_count
1002641722575241217	overall	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	4	30.0	0.29120667621996243	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score
1002641722575241217	overall	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	4	30.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_count
1002641722575241217	overall	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	4	30.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score
1002641722575241217	overall	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	4	30.0	2.0	gpt-4-turbo-2024-04-09_zeroshot_baseline_count
1002641722575241217	overall	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	4	30.0	0.5824133524399249	gpt-4-turbo-2024-04-09_zeroshot_baseline_score
1002641722575241217	overall	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	4	30.0	1.0	gpt-4-turbo-2024-04-09_zeroshot_description_count
1002641722575241217	overall	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	4	30.0	0.29120667621996243	gpt-4-turbo-2024-04-09_zeroshot_description_score
1002641722575241217	overall	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	4	30.0	2.0	gpt-4o-2024-08-06_zeroshot_baseline_count
1002641722575241217	overall	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	4	30.0	0.5824133524399249	gpt-4o-2024-08-06_zeroshot_baseline_score
1002641722575241217	overall	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	4	30.0	0.0	gpt-4o-2024-08-06_zeroshot_description_count
1002641722575241217	overall	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	4	30.0	0.0	gpt-4o-2024-08-06_zeroshot_description_score
1002958325854691330	vermin	5.0	0.0	5.0	1.0	0.0	4	17.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_count
1002958325854691330	vermin	5.0	0.0	5.0	1.0	0.0	4	17.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score
1002958325854691330	vermin	5.0	0.0	5.0	1.0	0.0	4	17.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_count
1002958325854691330	vermin	5.0	0.0	5.0	1.0	0.0	4	17.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score
1002958325854691330	vermin	5.0	0.0	5.0	1.0	0.0	4	17.0	1.0	gpt-4-turbo-2024-04-09_zeroshot_baseline_count
1002958325854691330	vermin	5.0	0.0	5.0	1.0	0.0	4	17.0	0.3459762562611936	gpt-4-turbo-2024-04-09_zeroshot_baseline_score
1002958325854691330	vermin	5.0	0.0	5.0	1.0	0.0	4	17.0	1.0	gpt-4-turbo-2024-04-09_zeroshot_description_count
1002958325854691330	vermin	5.0	0.0	5.0	1.0	0.0	4	17.0	0.3459762562611936	gpt-4-turbo-2024-04-09_zeroshot_description_score
1002958325854691330	vermin	5.0	0.0	5.0	1.0	0.0	4	17.0	0.0	gpt-4o-2024-08-06_zeroshot_baseline_count
1002958325854691330	vermin	5.0	0.0	5.0	1.0	0.0	4	17.0	0.0	gpt-4o-2024-08-06_zeroshot_baseline_score
1002958325854691330	vermin	5.0	0.0	5.0	1.0	0.0	4	17.0	1.0	gpt-4o-2024-08-06_zeroshot_description_count
1002958325854691330	vermin	5.0	0.0	5.0	1.0	0.0	4	17.0	0.3459762562611936	gpt-4o-2024-08-06_zeroshot_description_score
1002992027921874944	commodity	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	1	51.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_count
1002992027921874944	commodity	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	1	51.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score
1002992027921874944	commodity	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	1	51.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_count
1002992027921874944	commodity	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	1	51.0	0.0	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score
1002992027921874944	commodity	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	1	51.0	1.0	gpt-4-turbo-2024-04-09_zeroshot_baseline_count
1002992027921874944	commodity	5.0	2.0	7.0	0.7142857142857143	0.2857142857142857	1	51.0	0.2530848692773169	gpt-4-turbo-2024-04-09_zeroshot_baseline_score
