model1	model2	auc1	auc2	sig
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	0.5116115202971502	0.704089292325188	True
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	0.5116115202971502	0.6376907044431399	True
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score	gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	0.5116115202971502	0.6829259313044707	True
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score	gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	0.5116115202971502	0.7476902749171117	True
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score	gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	0.5116115202971502	0.7148888038927331	True
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score	gpt-4o-2024-08-06_zeroshot_description_score_sbert	0.5116115202971502	0.731981894455228	True
gpt-4-turbo-2024-04-09_zeroshot_baseline_score	gpt-4-turbo-2024-04-09_zeroshot_description_score	0.6423623113409188	0.702952071031333	True
gpt-4-turbo-2024-04-09_zeroshot_baseline_score	gpt-4o-2024-08-06_zeroshot_baseline_score	0.6423623113409188	0.6809940868583444	True
gpt-4-turbo-2024-04-09_zeroshot_baseline_score	gpt-4o-2024-08-06_zeroshot_description_score	0.6423623113409188	0.6842472351818634	True
gpt-4-turbo-2024-04-09_zeroshot_baseline_score	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	0.6423623113409188	0.704089292325188	True
gpt-4-turbo-2024-04-09_zeroshot_baseline_score	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	0.6423623113409188	0.6376907044431399	False
gpt-4-turbo-2024-04-09_zeroshot_baseline_score	gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	0.6423623113409188	0.6829259313044707	True
gpt-4-turbo-2024-04-09_zeroshot_baseline_score	gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	0.6423623113409188	0.7476902749171117	True
gpt-4-turbo-2024-04-09_zeroshot_baseline_score	gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	0.6423623113409188	0.7148888038927331	True
gpt-4-turbo-2024-04-09_zeroshot_baseline_score	gpt-4o-2024-08-06_zeroshot_description_score_sbert	0.6423623113409188	0.731981894455228	True
gpt-4-turbo-2024-04-09_zeroshot_description_score	gpt-4o-2024-08-06_zeroshot_baseline_score	0.702952071031333	0.6809940868583444	False
gpt-4-turbo-2024-04-09_zeroshot_description_score	gpt-4o-2024-08-06_zeroshot_description_score	0.702952071031333	0.6842472351818634	True
gpt-4-turbo-2024-04-09_zeroshot_description_score	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	0.702952071031333	0.704089292325188	False
gpt-4-turbo-2024-04-09_zeroshot_description_score	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	0.702952071031333	0.6376907044431399	True
gpt-4-turbo-2024-04-09_zeroshot_description_score	gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	0.702952071031333	0.6829259313044707	False
gpt-4-turbo-2024-04-09_zeroshot_description_score	gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	0.702952071031333	0.7476902749171117	True
gpt-4-turbo-2024-04-09_zeroshot_description_score	gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	0.702952071031333	0.7148888038927331	False
gpt-4-turbo-2024-04-09_zeroshot_description_score	gpt-4o-2024-08-06_zeroshot_description_score_sbert	0.702952071031333	0.731981894455228	True
gpt-4o-2024-08-06_zeroshot_baseline_score	gpt-4o-2024-08-06_zeroshot_description_score	0.6809940868583444	0.6842472351818634	False
gpt-4o-2024-08-06_zeroshot_baseline_score	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	0.6809940868583444	0.704089292325188	False
gpt-4o-2024-08-06_zeroshot_baseline_score	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	0.6809940868583444	0.6376907044431399	False
gpt-4o-2024-08-06_zeroshot_baseline_score	gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	0.6809940868583444	0.6829259313044707	False
gpt-4o-2024-08-06_zeroshot_baseline_score	gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	0.6809940868583444	0.7476902749171117	True
gpt-4o-2024-08-06_zeroshot_baseline_score	gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	0.6809940868583444	0.7148888038927331	True
gpt-4o-2024-08-06_zeroshot_baseline_score	gpt-4o-2024-08-06_zeroshot_description_score_sbert	0.6809940868583444	0.731981894455228	True
gpt-4o-2024-08-06_zeroshot_description_score	Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	0.6842472351818634	0.704089292325188	False
gpt-4o-2024-08-06_zeroshot_description_score	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	0.6842472351818634	0.6376907044431399	True
gpt-4o-2024-08-06_zeroshot_description_score	gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	0.6842472351818634	0.6829259313044707	False
gpt-4o-2024-08-06_zeroshot_description_score	gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	0.6842472351818634	0.7476902749171117	True
gpt-4o-2024-08-06_zeroshot_description_score	gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	0.6842472351818634	0.7148888038927331	True
gpt-4o-2024-08-06_zeroshot_description_score	gpt-4o-2024-08-06_zeroshot_description_score_sbert	0.6842472351818634	0.731981894455228	True
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	0.704089292325188	0.6376907044431399	True
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	0.704089292325188	0.6829259313044707	False
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	0.704089292325188	0.7476902749171117	True
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	0.704089292325188	0.7148888038927331	False
Meta-Llama-3.1-70B-Instruct_zeroshot_baseline_score_sbert	gpt-4o-2024-08-06_zeroshot_description_score_sbert	0.704089292325188	0.731981894455228	True
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	0.6376907044431399	0.6829259313044707	True
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	0.6376907044431399	0.7476902749171117	True
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	0.6376907044431399	0.7148888038927331	True
Meta-Llama-3.1-70B-Instruct_zeroshot_description_score_sbert	gpt-4o-2024-08-06_zeroshot_description_score_sbert	0.6376907044431399	0.731981894455228	True
gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	0.6829259313044707	0.7476902749171117	True
gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	0.6829259313044707	0.7148888038927331	True
gpt-4-turbo-2024-04-09_zeroshot_baseline_score_sbert	gpt-4o-2024-08-06_zeroshot_description_score_sbert	0.6829259313044707	0.731981894455228	True
gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	0.7476902749171117	0.7148888038927331	True
gpt-4-turbo-2024-04-09_zeroshot_description_score_sbert	gpt-4o-2024-08-06_zeroshot_description_score_sbert	0.7476902749171117	0.731981894455228	False
gpt-4o-2024-08-06_zeroshot_baseline_score_sbert	gpt-4o-2024-08-06_zeroshot_description_score_sbert	0.7148888038927331	0.731981894455228	False
